DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
"220910938,2022-06-30,2022-06-30,0440,Van Nuys,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",63,F,W,,Invest Cont,6800    CANTALOUPE                   AV"
"221016876,2022-11-23,2022-11-16,1400,West Valley,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",56,F,O,,Invest Cont,4700    ALONZO                       AV"
221116517,2022-11-19,2022-10-22,0750,Northeast,THEFT OF IDENTITY,35,M,W,,Invest Cont,200 N  AVE 53
"220317397,2022-09-26,2022-09-26,1445,Southwest,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",27,M,H,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Invest Cont,3700    CIMARRON                     ST"
"221812486,2022-06-10,2022-06-10,0900,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,113TH                        ST"
221517432,2022-11-15,2022-11-12,0700,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36,M,H,,Invest Cont,11400    SHERMAN                      WY
230504245,2023-01-06,2022-12-09,1500,Harbor,THEFT OF IDENTITY,49,F,W,,Invest Cont,900    MCFARLAND                    AV
"221218618,2022-08-29,2022-08-29,1835,77th Street,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",39,F,B,STICK,Adult Arrest,7200    DALTON                       AV"
220115072,2022-06-27,2022-06-23,1155,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24,M,H,,Invest Cont,600 S  BROADWAY
221819130,2022-10-15,2022-10-13,1900,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,28,F,B,VERBAL THREAT,Invest Cont,10400    EVERS                        AV
220510310,2022-06-16,2022-06-15,2055,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),42,F,B,,Invest Cont,1500    261ST                        ST
"222000991,2022-09-29,2022-09-28,1620,Olympic,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",34,M,H,OTHER KNIFE,Adult Arrest,77TH"
"221516471,2022-10-24,2022-10-18,1930,N Hollywood,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",31,M,W,,Invest Cont,7700    ETHEL                        AV"
"220115926,2022-07-10,2022-07-10,1858,Central,ROBBERY,34,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1200 S  GRAND                        AV"
221415309,2022-08-15,2022-08-11,1700,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,F,B,,Invest Cont,5300    PLAYA VISTA                  DR
"220710307,2022-06-11,2022-06-11,0400,Wilshire,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",20,M,H,,Invest Cont,400 S  LA CIENEGA                   BL"
220114801,2022-06-21,2022-06-21,1530,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,43,M,H,VERBAL THREAT,Adult Other,500 S  SAN PEDRO                    ST
"221511762,2022-07-01,2022-06-30,1300,N Hollywood,BATTERY - SIMPLE ASSAULT,65,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,LANKERSHIM                   BL"
"220911926,2022-07-27,2022-07-27,2140,Van Nuys,""BURGLARY, ATTEMPTED"",45,M,W,,Invest Cont,4200    KESTER                       AV"
"221218040,2022-08-21,2022-08-21,0015,77th Street,BATTERY - SIMPLE ASSAULT,44,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,200 W  73RD                         ST"
221221414,2022-10-03,2022-10-02,0939,77th Street,THEFT OF IDENTITY,30,F,B,,Invest Cont,7700 S  WESTERN                      AV
"222014062,2022-08-22,2022-08-21,0620,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,200 S  JUANITA                      AV"
221010375,2022-06-12,2022-06-12,1745,West Valley,OTHER ASSAULT,54,F,W,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,7100    SHIRLEY                      AV
220813866,2022-08-29,2022-08-29,2200,West LA,VANDALISM - MISDEAMEANOR ($399 OR UNDER),43,M,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,1400    WESTWOOD                     BL
"221912600,2022-07-31,2022-07-08,0600,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,15500    RAYEN                        ST"
221811798,2022-06-01,2022-06-01,1100,Southeast,THEFT OF IDENTITY,32,F,B,,Invest Cont,100 W  CENTURY                      BL
220125122,2022-11-23,2022-11-22,2100,Central,BURGLARY FROM VEHICLE,45,M,W,,Invest Cont,600 S  SPRING                       ST
"220613146,2022-07-13,2022-07-12,1725,Hollywood,OTHER ASSAULT,22,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,5500    HOLLYWOOD                    BL"
221712799,2022-07-15,2022-07-05,0900,Devonshire,THEFT OF IDENTITY,53,M,W,,Invest Cont,17100    COURBET                      ST
"221700867,2022-06-15,2022-06-15,2000,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,18400    VINCENNES                    ST"
221110192,2022-06-08,2022-05-08,2000,Northeast,THEFT OF IDENTITY,26,F,C,,Invest Cont,4000    CLAYTON                      AV
221013697,2022-09-07,2022-08-01,1200,West Valley,THEFT OF IDENTITY,52,M,W,,Invest Cont,7700    ALDEA                        AV
"221014717,2022-10-01,2022-10-01,1730,West Valley,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",31,F,H,MACE/PEPPER SPRAY,Adult Other,16100    LEADWELL                     ST"
"220711727,2022-07-16,2022-07-11,1530,Wilshire,INTIMATE PARTNER - SIMPLE ASSAULT,41,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,4800    VENICE                       BL"
231504076,2023-01-02,2022-12-31,1500,N Hollywood,BURGLARY,32,M,O,,Invest Cont,7500    BECK                         AV
"221319501,2022-10-18,2022-10-17,1505,Newton,ROBBERY,34,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,46TH                         ST"
220612256,2022-06-20,2022-06-20,1200,Hollywood,BURGLARY FROM VEHICLE,23,F,W,,Invest Cont,6300    WEIDLAKE                     DR
221419100,2022-11-18,2022-11-15,1700,Pacific,BURGLARY,41,F,W,,Invest Cont,11900    OCEAN PARK                   BL
220221723,2022-12-14,2022-12-14,2022,Rampart,BURGLARY FROM VEHICLE,37,M,W,,Invest Cont,3300 W  SUNSET                       BL
"220122806,2022-10-19,2022-10-19,1435,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,9TH"
221215960,2022-07-02,2022-07-02,1231,77th Street,THEFT OF IDENTITY,35,F,B,,Invest Cont,1400 W  80TH                         ST
"220513856,2022-09-18,2022-09-18,1248,Harbor,""BURGLARY, ATTEMPTED"",51,F,W,,Invest Cont,1300 W  SEPULVEDA                    ST"
220510349,2022-06-18,2022-06-18,0500,Harbor,VEHICLE - ATTEMPT STOLEN,47,M,H,,Invest Cont,100 W  22ND                         ST
"221913734,2022-08-27,2022-08-27,1510,Mission,""THEFT, PERSON"",44,F,H,,Invest Cont,8300    VAN NUYS                     BL"
221716820,2022-09-28,2022-09-27,2328,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44,F,W,,Invest Cont,19200    OLYMPIA                      ST
222110513,2022-06-14,2022-06-13,2015,Topanga,BRANDISH WEAPON,50,F,O,VERBAL THREAT,Adult Other,20400    ENADIA                       WY
221225255,2022-12-02,2022-12-02,0615,77th Street,THEFT OF IDENTITY,41,F,B,,Invest Cont,100 W  83RD                         ST
"221817401,2022-09-14,2022-09-14,0940,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,1600 E  95TH                         ST"
"221221405,2022-10-11,2022-10-11,1700,77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,1400 W  59TH                         ST"
"220120916,2022-09-18,2022-09-17,1900,Central,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",35,M,C,,Invest Cont,300 E  2ND                          ST"
220114082,2022-06-12,2022-06-12,0800,Central,SHOTS FIRED AT INHABITED DWELLING,64,M,A,HAND GUN,Invest Cont,200 S  FIGUEROA                     ST
220815587,2022-10-15,2022-10-14,1430,West LA,BURGLARY FROM VEHICLE,52,M,H,,Invest Cont,2600 S  ROBERTSON                    BL
221012049,2022-06-28,2022-06-22,1030,West Valley,THEFT OF IDENTITY,60,M,W,,Invest Cont,18300    BURBANK                      BL
220201041,2022-12-03,2022-12-03,1245,Rampart,CRIMINAL THREATS - NO WEAPON DISPLAYED,34,F,H,VERBAL THREAT,Adult Other,VIRGIL
220121124,2022-09-23,2022-09-07,1142,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24,M,H,,Invest Cont,600 S  BROADWAY
"220311942,2022-06-08,2022-06-08,0300,Southwest,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",24,M,H,UNKNOWN FIREARM,Invest Cont,5000    EXPOSITION                   BL"
"220715747,2022-10-26,2022-10-25,1833,Wilshire,BATTERY - SIMPLE ASSAULT,58,M,A,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,CRENSHAW"
"221511267,2022-06-19,2022-06-18,1850,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,49,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,7300    LANKERSHIM                   BL"
221911925,2022-07-13,2022-07-13,0700,Mission,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),65,F,H,,Invest Cont,13400    GLADSTONE                    AV
220123329,2022-10-27,2022-10-27,2200,Central,ROBBERY,39,M,B,FOLDING KNIFE,Adult Arrest,800 W  7TH                          ST
221315302,2022-08-01,2022-08-01,2050,Newton,CRIMINAL THREATS - NO WEAPON DISPLAYED,22,M,H,VERBAL THREAT,Adult Other,5900 S  SAN PEDRO                    ST
"221220298,2022-09-26,2022-09-26,0100,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,3300 W  74TH                         ST"
"220614072,2022-08-02,2022-08-02,1400,Hollywood,BATTERY - SIMPLE ASSAULT,24,M,O,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,6600    SANTA MONICA                 BL"
220711499,2022-07-11,2022-07-11,0001,Wilshire,DISTURBING THE PEACE,50,M,W,,Invest Cont,700 N  KINGS                        RD
231504457,2023-01-13,2022-11-01,0600,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),37,M,O,,Adult Other,11000    HARTSOOK                     ST
"220620045,2022-12-12,2022-12-12,1815,Hollywood,BATTERY - SIMPLE ASSAULT,47,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,TAMARIND"
"220317996,2022-10-06,2022-10-01,2050,Southwest,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",51,M,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,4200 W  MONT CLAIR                   ST"
"220116696,2022-07-23,2022-07-23,0050,Central,INTIMATE PARTNER - SIMPLE ASSAULT,24,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,700 S  HOPE                         ST"
221820497,2022-11-11,2022-11-11,1740,Southeast,VANDALISM - MISDEAMEANOR ($399 OR UNDER),78,M,H,,Invest Cont,800 E  IMPERIAL                     HY
221317134,2022-09-04,2022-09-03,2315,Newton,CRIMINAL THREATS - NO WEAPON DISPLAYED,40,M,H,VERBAL THREAT,Adult Other,4000    WALL                         ST
221010890,2022-06-22,2022-06-22,1230,West Valley,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),63,M,W,,Invest Cont,WILBUR                       AV
220117715,2022-08-06,2022-08-04,2000,Central,BURGLARY FROM VEHICLE,33,M,B,,Invest Cont,17TH
"221518810,2022-12-20,2022-12-20,1600,N Hollywood,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",35,F,A,,Adult Arrest,4600    LANKERSHIM                   BL"
220126908,2022-12-22,2022-12-22,1740,Central,BURGLARY FROM VEHICLE,35,M,W,,Invest Cont,3RD                          ST
"220611586,2022-06-09,2022-06-07,1615,Hollywood,BATTERY - SIMPLE ASSAULT,56,X,X,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1800    CHEROKEE                     AV"
"220123836,2022-11-04,2022-11-04,1110,Central,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",34,M,B,ROCK/THROWN OBJECT,Invest Cont,600 W  9TH                          ST"
231507718,2023-03-31,2022-09-27,1505,N Hollywood,THEFT OF IDENTITY,47,F,H,,Invest Cont,5500    ELMER                        AV
221518924,2022-12-23,2022-12-23,0515,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),19,F,W,,Invest Cont,4000    SHADYGLADE                   AV
"221313280,2022-06-22,2022-06-22,1300,Newton,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,3800 S  BROADWAY"
221915408,2022-10-05,2022-10-03,0703,Mission,THEFT OF IDENTITY,19,F,H,,Invest Cont,8900    BURNET                       AV
220818471,2022-12-22,2022-12-14,0001,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),69,M,W,,Invest Cont,600    LEVERING                     AV
221414013,2022-07-19,2022-07-18,1630,Pacific,DISTURBING THE PEACE,71,F,B,,Invest Cont,11100    WESTMINSTER                  AV
"221916725,2022-11-10,2022-11-09,1115,Mission,BATTERY - SIMPLE ASSAULT,38,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,9600 N  SEPULVEDA                    BL"
"222014268,2022-08-25,2022-08-25,0035,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,43,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,1100    ELDEN                        AV"
220617932,2022-10-22,2022-10-22,0100,Hollywood,BURGLARY FROM VEHICLE,59,F,H,,Invest Cont,2000 N  HIGHLAND                     AV
"221512697,2022-07-25,2022-07-24,2340,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,5500    CORTEEN                      PL"
"222117862,2022-12-16,2022-12-16,2330,Topanga,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",31,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,22000    DEL VALLE                    ST"
"220810768,2022-06-15,2022-06-15,1527,West LA,BATTERY - SIMPLE ASSAULT,26,M,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,1900    SELBY                        AV"
"221411745,2022-06-01,2022-06-01,1215,Pacific,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",32,F,A,,Adult Other,MINDANAO"
221221672,2022-10-10,2022-09-03,0735,77th Street,THEFT OF IDENTITY,24,F,H,,Invest Cont,6300    10TH                         AV
220912548,2022-08-13,2022-08-07,1700,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),59,M,H,,Invest Cont,14200    COVELLO                      ST
"221225811,2022-12-20,2022-12-20,1815,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,6400 S  HOOVER                       ST"
"220116590,2022-07-19,2022-07-19,1630,Central,BATTERY - SIMPLE ASSAULT,24,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,800 N  ALAMEDA                      ST"
220813198,2022-08-12,2022-08-12,1530,West LA,BURGLARY,44,M,W,,Invest Cont,9700    CASHIO                       ST
221114548,2022-10-01,2022-09-30,1550,Northeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),51,F,W,,Invest Cont,2400    SILVER LAKE                  BL
220515542,2022-11-02,2022-11-01,0139,Harbor,THEFT OF IDENTITY,47,F,H,,Invest Cont,100 W  SANTA CRUZ                   ST
"220118759,2022-08-20,2022-08-20,2250,Central,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",25,F,W,,Invest Cont,3RD                          ST"
220317259,2022-09-23,2022-09-22,1730,Southwest,BATTERY - SIMPLE ASSAULT,68,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,LA BREA
220614499,2022-08-10,2022-08-08,2240,Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),21,M,W,,Invest Cont,5700    HOLLYWOOD                    BL
220319112,2022-10-25,2022-10-03,1442,Southwest,THEFT OF IDENTITY,32,F,O,,Invest Cont,4600    OBAMA                        BL
221615208,2022-12-16,2022-12-13,1635,Foothill,EXTORTION,58,F,H,,Invest Cont,11500    MAGEE                        AV
220311848,2022-06-06,2022-06-06,0030,Southwest,BURGLARY,68,F,B,,Invest Cont,4800    LINSCOTT                     PL
220124999,2022-11-21,2022-11-14,1000,Central,BURGLARY FROM VEHICLE,35,F,A,,Invest Cont,1100 N  MAIN                         ST
"220814219,2022-09-07,2022-09-07,2350,West LA,""BUNCO, GRAND THEFT"",56,M,O,,Invest Cont,1100 S  ELM                          DR"
"221014604,2022-09-29,2022-09-29,0210,West Valley,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,19000    VANOWEN                      ST"
221320372,2022-11-03,2022-11-03,1845,Newton,BURGLARY FROM VEHICLE,35,M,W,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,SAN JULIAN                   AV
220615145,2022-08-22,2022-08-22,1100,Hollywood,THEFT OF IDENTITY,23,M,W,,Invest Cont,7200    FRANKLIN                     AV
"221216376,2022-07-24,2022-07-24,0150,77th Street,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",53,F,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,4600 S  VERMONT                      AV"
221012363,2022-08-01,2022-08-01,1211,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),43,M,B,,Invest Cont,5100    LIBBIT                       AV
220220119,2022-11-13,2022-10-14,0900,Rampart,THEFT OF IDENTITY,36,M,H,,Invest Cont,600 N  BENTON                       WY
220619849,2022-11-19,2022-11-18,1000,Hollywood,PICKPOCKET,44,F,W,,Invest Cont,6200 W  SUNSET                       BL
221512309,2022-07-16,2022-07-15,2350,N Hollywood,ROBBERY,50,M,W,SEMI-AUTOMATIC PISTOL,Invest Cont,VICTORY
221711079,2022-07-09,2022-07-03,0500,Devonshire,THEFT OF IDENTITY,45,F,H,,Invest Cont,8700    ETIWANDA                     AV
222017375,2022-11-18,2022-11-18,2100,Olympic,VANDALISM - MISDEAMEANOR ($399 OR UNDER),80,M,W,,Invest Cont,100 S  NORTON                       AV
221515229,2022-09-21,2022-09-15,2200,N Hollywood,BURGLARY FROM VEHICLE,71,M,W,,Invest Cont,10800    BLIX                         ST
220512883,2022-08-24,2022-08-24,1745,Harbor,BATTERY - SIMPLE ASSAULT,68,F,H,ROCK/THROWN OBJECT,Adult Other,1300 E  L                            ST
221110183,2022-06-08,2022-06-05,0745,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),57,M,C,,Invest Cont,4700    CRYSTAL SPRINGS              DR
220510500,2022-06-22,2022-06-22,0600,Harbor,CRIMINAL THREATS - NO WEAPON DISPLAYED,62,F,B,VERBAL THREAT,Adult Other,1300 W  9TH                          ST
221011521,2022-07-12,2022-07-12,1330,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),26,M,H,,Invest Cont,19300    SATICOY                      ST
221017634,2022-12-13,2022-12-02,0632,West Valley,THEFT OF IDENTITY,40,F,H,,Invest Cont,19100    SHERMAN                      WY
"220120917,2022-09-19,2022-09-17,0118,Central,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",29,M,W,,Invest Cont,100 E  9TH                          ST"
"221700972,2022-08-07,2022-08-07,0115,Devonshire,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",36,M,W,ROCK/THROWN OBJECT,Invest Cont,10300    RESEDA                       BL"
"220814623,2022-09-16,2022-09-16,0720,West LA,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",44,F,B,,Invest Cont,11600    MONTANA                      AV"
221609441,2022-06-13,2022-06-10,2000,Foothill,VEHICLE - ATTEMPT STOLEN,58,F,H,,Invest Cont,11600    STAGG                        ST
"220218527,2022-10-14,2022-10-14,2150,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,CAMBRIA"
220910881,2022-06-28,2022-06-28,1620,Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),48,M,H,,Invest Cont,7800    BURNET                       AV
221715114,2022-07-26,2022-07-26,1345,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38,M,W,,Invest Cont,20100    SUNBURST                     ST
220914741,2022-10-07,2022-10-01,2230,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,M,H,,Invest Cont,14900    VICTORY                      BL
"221812278,2022-06-07,2022-06-07,2100,Southeast,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",52,M,B,UNKNOWN FIREARM,Invest Cont,1500 E  114TH                        ST"
"220213235,2022-07-13,2022-07-13,2150,Rampart,ROBBERY,28,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1800 W  PICO                         BL"
221717575,2022-12-11,2022-12-01,0001,Devonshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER),50,M,H,,Invest Cont,ROXFORD                      ST
221819924,2022-10-31,2022-10-29,0030,Southeast,EXTORTION,40,M,H,VERBAL THREAT,Invest Cont,16600 S  MENLO                        AV
"220121297,2022-09-26,2022-09-26,1100,Central,BATTERY - SIMPLE ASSAULT,46,F,O,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,6TH"
"221717557,2022-09-08,2022-09-07,0600,Devonshire,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",26,M,H,,Invest Cont,ZELZAH                       AV"
"220213663,2022-07-21,2022-07-21,1055,Rampart,CRIMINAL THREATS - NO WEAPON DISPLAYED,60,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,400 N  KENMORE                      AV"
222013842,2022-08-02,2022-07-13,1418,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),26,M,B,,Invest Cont,4700    ELMWOOD                      AV
222113168,2022-08-16,2022-08-15,0300,Topanga,THEFT PLAIN - PETTY ($950 & UNDER),58,M,A,,Invest Cont,6000    MAURY                        AV
221015331,2022-10-17,2022-10-16,1740,West Valley,VEHICLE - ATTEMPT STOLEN,42,M,H,,Invest Cont,7600    BALBOA                       BL
221115661,2022-10-29,2022-10-26,0930,Northeast,ARSON,59,F,W,,Invest Cont,3700    VALLEYBRINK                  RD
220815210,2022-10-02,2022-10-02,1156,West LA,THEFT PLAIN - PETTY ($950 & UNDER),30,F,H,,Adult Arrest,11600    CHENAULT                     ST
"221010668,2022-06-19,2022-06-19,1700,West Valley,BATTERY - SIMPLE ASSAULT,58,M,O,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,18300    VANOWEN                      ST"
"220318994,2022-10-24,2022-09-27,1515,Southwest,BATTERY - SIMPLE ASSAULT,16,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,4100 S  VERMONT                      AV"
220620310,2022-12-17,2022-12-13,1400,Hollywood,UNAUTHORIZED COMPUTER ACCESS,59,M,W,,Invest Cont,BEVERLY
221518693,2022-12-18,2022-12-15,2100,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31,F,W,,Invest Cont,HAMLIN                       ST
"222012574,2022-07-25,2022-07-16,0200,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,CORDOVA                      ST"
"221518537,2022-12-14,2022-12-13,0545,N Hollywood,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",72,M,H,STICK,Adult Arrest,10900    HATTERAS                     ST"
"220121458,2022-09-28,2022-09-28,1630,Central,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",21,M,B,MACE/PEPPER SPRAY,Invest Cont,7TH                          ST"
"220912422,2022-08-10,2022-08-10,0800,Van Nuys,BATTERY - SIMPLE ASSAULT,60,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,MAMMOTH                      AV"
221315243,2022-07-31,2022-07-31,1230,Newton,CRIMINAL THREATS - NO WEAPON DISPLAYED,35,F,B,VERBAL THREAT,Invest Cont,4300 S  MAIN                         ST
221815591,2022-08-10,2022-08-10,1830,Southeast,ROBBERY,33,M,H,UNKNOWN FIREARM,Invest Cont,104TH
"220218537,2022-10-16,2022-10-15,1600,Rampart,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",57,M,H,CLUB/BAT,Invest Cont,MELROSE"
221415126,2022-07-29,2022-07-29,1530,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),31,M,C,,Invest Cont,8800    BELFORD                      AV
221014980,2022-10-08,2022-10-08,0120,West Valley,THEFT OF IDENTITY,27,F,H,,Invest Cont,19600    SATICOY                      ST
221221388,2022-10-03,2022-10-03,0945,77th Street,THEFT OF IDENTITY,42,F,B,,Invest Cont,1600 W  50TH                         ST
220811476,2022-07-02,2022-07-02,0100,West LA,BURGLARY,58,F,A,,Invest Cont,3000    ANTELO VIEW                  DR
"221217956,2022-08-19,2022-08-19,1000,77th Street,BATTERY - SIMPLE ASSAULT,45,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,7700 S  HALLDALE                     AV"
"220710176,2022-06-08,2022-06-08,0700,Wilshire,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,700    CRENSHAW                     BL"
221225270,2022-12-02,2022-12-01,1515,77th Street,THEFT OF IDENTITY,31,F,B,,Invest Cont,300 W  73RD                         ST
