DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
221014727,2022-09-30,2022-09-30,1952,West Valley,THEFT OF IDENTITY,43,F,W,,Invest Cont,17600    BURBANK                      BL
"230109034,2023-03-20,2022-09-01,0001,Central,""EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)"",64,F,W,,Invest Cont,800 W  7TH                          ST"
221420786,2022-12-12,2022-12-12,0820,Pacific,BURGLARY FROM VEHICLE,30,F,H,,Invest Cont,5700 W  CENTURY                      BL
"221710661,2022-06-27,2022-06-27,0930,Devonshire,INTIMATE PARTNER - AGGRAVATED ASSAULT,30,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,19500    NORDHOFF                     ST"
"222117905,2022-12-18,2022-12-18,0910,Topanga,ROBBERY,18,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,FARRALONE"
222113217,2022-08-18,2022-08-18,1145,Topanga,SHOPLIFTING - PETTY THEFT ($950 & UNDER),50,M,W,,Invest Cont,21700    VICTORY                      BL
"221513529,2022-08-14,2022-08-14,1330,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,7300    BAKMAN                       AV"
"222114798,2022-09-28,2022-09-22,1545,Topanga,BATTERY - SIMPLE ASSAULT,59,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,20800    SHERMAN                      WY"
"221900701,2022-07-09,2022-07-09,1900,Mission,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",41,F,H,KITCHEN KNIFE,Adult Arrest,8800    ORION                        AV"
"220512639,2022-08-17,2022-08-17,1330,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,19,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,400    MAR VISTA                    AV"
"220612628,2022-06-28,2022-06-28,0145,Hollywood,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",26,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,LAS PALMAS"
222019224,2022-11-07,2022-10-05,1800,Olympic,THEFT OF IDENTITY,30,M,B,,Invest Cont,900 S  OXFORD                       AV
220612048,2022-06-19,2022-06-18,2240,Hollywood,BATTERY - SIMPLE ASSAULT,24,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,6500 W  SUNSET                       BL
"220123892,2022-11-04,2022-10-20,0800,Central,""BURGLARY, ATTEMPTED"",66,M,B,,Invest Cont,1300 S  FLOWER                       ST"
220815639,2022-10-16,2022-10-16,1615,West LA,BIKE - STOLEN,24,F,O,,Invest Cont,1700 S  ROBERTSON                    BL
220125615,2022-12-02,2022-12-01,2130,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36,M,W,,Invest Cont,6TH
222018822,2022-10-30,2022-10-26,1130,Olympic,THEFT OF IDENTITY,39,M,H,,Invest Cont,100 N  ALEXANDRIA                   AV
220818202,2022-12-15,2022-12-14,1522,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44,M,X,,Invest Cont,2800 S  HOLT                         AV
221819421,2022-10-19,2022-10-18,1730,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,48,M,H,VERBAL THREAT,Invest Cont,100 E  87TH                         ST
220314359,2022-07-28,2022-07-28,1509,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,X,X,,Invest Cont,4000 S  FIGUEROA                     ST
220617462,2022-10-13,2022-10-10,0930,Hollywood,BURGLARY FROM VEHICLE,52,F,B,,Invest Cont,6000    SELMA                        AV
230704227,2022-12-31,2022-12-30,2317,Wilshire,BURGLARY FROM VEHICLE,25,M,W,,Invest Cont,MELROSE                      AV
221322570,2022-12-17,2022-12-17,0715,Newton,BURGLARY,58,F,B,,Invest Cont,100 W  59TH                         ST
"220215777,2022-09-02,2022-09-01,1900,Rampart,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",36,M,H,,Invest Cont,700 S  BURLINGTON                   AV"
"220127437,2022-12-31,2022-12-01,0810,Central,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",28,F,B,,Invest Cont,200 S  FIGUEROA                     ST"
"220612244,2022-06-26,2022-06-24,0835,Hollywood,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",47,M,H,,Adult Arrest,SELMA"
221315897,2022-06-07,2022-05-23,1200,Newton,VIOLATION OF COURT ORDER,49,M,O,,Adult Other,800 E  8TH                          ST
221319221,2022-10-10,2022-10-07,2200,Newton,CRIMINAL THREATS - NO WEAPON DISPLAYED,38,F,H,VERBAL THREAT,Invest Cont,700 E  32ND                         ST
220122337,2022-10-12,2022-10-12,1245,Central,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),25,M,H,,Invest Cont,700 W  7TH                          ST
221709549,2022-06-01,2022-06-01,0335,Devonshire,BRANDISH WEAPON,23,M,O,HAND GUN,Adult Other,18500    PLUMMER                      ST
221916579,2022-11-05,2022-11-01,1200,Mission,THEFT OF IDENTITY,33,F,H,,Invest Cont,13400    BURTON                       ST
"220220611,2022-11-23,2022-11-23,1100,Rampart,""BUNCO, GRAND THEFT"",24,M,H,,Invest Cont,600    LUCAS                        AV"
221820471,2022-11-11,2022-11-06,1100,Southeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),33,M,B,,Invest Cont,11100 S  SAN PEDRO                    ST
"221222592,2022-10-26,2022-10-26,0001,77th Street,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",51,F,H,,Invest Cont,1500 W  46TH                         ST"
220510333,2022-06-18,2022-06-18,0500,Harbor,VEHICLE - ATTEMPT STOLEN,35,F,H,,Invest Cont,28000 S  WESTERN                      AV
221317412,2022-09-10,2022-09-10,1230,Newton,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1500 E  21ST                         ST
"221016398,2022-11-11,2022-11-11,1110,West Valley,BATTERY - SIMPLE ASSAULT,65,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,7100    WILBUR                       AV"
220126174,2022-12-10,2022-12-10,1800,Central,BURGLARY FROM VEHICLE,28,M,H,,Invest Cont,2ND                          ST
220811657,2022-07-05,2022-07-05,1630,West LA,INDECENT EXPOSURE,26,F,B,,Invest Cont,WEYBURN                      AV
220119296,2022-08-28,2022-08-28,0930,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30,M,W,,Invest Cont,1300 E  6TH                          ST
"220910471,2022-06-18,2022-06-17,2130,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,47,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,13600    MOORPARK                     ST"
221113584,2022-09-06,2022-08-03,0002,Northeast,THEFT OF IDENTITY,32,F,B,,Invest Cont,3500    MARMION                      WY
221815195,2022-08-03,2022-08-03,1140,Southeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),66,F,O,,Invest Cont,100 W  87TH                         ST
221016152,2022-11-06,2022-11-01,0746,West Valley,THEFT OF IDENTITY,27,F,H,,Invest Cont,7500    TAMPA                        AV
221914749,2022-09-21,2022-08-28,0530,Mission,THEFT PLAIN - PETTY ($950 & UNDER),32,F,H,,Invest Cont,9400 N  SEPULVEDA                    BL
"220314507,2022-07-29,2022-07-29,2200,Southwest,BATTERY - SIMPLE ASSAULT,29,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,39TH                         ST"
"231411955,2023-06-02,2022-09-17,1500,Pacific,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",16,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,5500    WESTLAWN                     AV"
220124526,2022-11-15,2022-11-14,2300,Central,BURGLARY,67,M,O,,Invest Cont,300 S  LOS ANGELES                  ST
"221112341,2022-08-04,2022-08-04,1655,Northeast,BATTERY - SIMPLE ASSAULT,40,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,6500 N  FIGUEROA                     ST"
220320806,2022-11-26,2022-11-26,2245,Southwest,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,1200 W  37TH                         ST
221608965,2022-06-02,2022-06-01,1930,Foothill,BURGLARY,60,M,A,,Invest Cont,12900    BRANFORD                     ST
221819448,2022-10-21,2022-10-21,1000,Southeast,OTHER MISCELLANEOUS CRIME,23,F,B,,Invest Cont,300 E  IMPERIAL                     HY
220121176,2022-09-23,2022-09-21,1015,Central,BURGLARY FROM VEHICLE,34,F,H,,Invest Cont,TRACTION
220317704,2022-10-02,2022-10-01,1041,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,X,X,,Invest Cont,LA CIENEGA                   BL
"220800866,2022-08-02,2022-07-31,1700,West LA,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",29,M,B,,Invest Cont,10000    CIELO                        DR"
"221418187,2022-10-15,2022-10-15,1300,Pacific,""THEFT, PERSON"",31,M,H,,Invest Cont,SPEEDWAY"
221615087,2022-12-12,2022-12-10,1000,Foothill,BURGLARY,40,F,W,,Invest Cont,9900    MAUDE                        AV
230407994,2023-05-02,2022-11-18,1805,Hollenbeck,THEFT OF IDENTITY,58,M,H,,Invest Cont,5300 E  HUNTINGTON DR
231308324,2023-03-27,2022-11-01,1200,Newton,ATTEMPTED ROBBERY,19,F,H,VERBAL THREAT,Invest Cont,600 E  53RD                         ST
221816683,2022-09-01,2022-08-31,2200,Southeast,BURGLARY,34,M,H,,Invest Cont,1800 E  109TH                        ST
"221715517,2022-11-02,2022-11-02,1500,Devonshire,BATTERY - SIMPLE ASSAULT,40,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,HASKELL                      AV"
221420093,2022-12-09,2022-12-09,0001,Pacific,BURGLARY FROM VEHICLE,27,F,W,,Invest Cont,JUNIETTE                     ST
221514395,2022-09-02,2022-09-01,2300,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),70,M,O,,Invest Cont,12300    CHANDLER                     BL
"221110775,2022-06-25,2022-06-24,1530,Northeast,OTHER ASSAULT,50,F,A,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,VERMONT                      AV"
"220400909,2022-07-10,2022-07-10,1730,Hollenbeck,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",40,M,H,RIFLE,Invest Cont,300 S  BOYLE                        AV"
"221416509,2022-09-14,2022-09-14,1245,Pacific,BATTERY - SIMPLE ASSAULT,34,F,A,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,8000    REDLANDS                     ST"
221013436,2022-08-31,2022-05-22,1100,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),80,M,W,,Invest Cont,5700    RESEDA                       BL
221610130,2022-07-03,2022-07-01,1220,Foothill,THEFT OF IDENTITY,50,F,H,,Invest Cont,12700    BRANFORD                     ST
220120414,2022-09-13,2022-09-08,1946,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24,M,H,,Invest Cont,600 S  BROADWAY
220815944,2022-10-23,2022-10-23,2045,Pacific,VEHICLE - STOLEN,40,M,W,,Invest Cont,900    LINCOLN                      BL
"220123539,2022-10-30,2022-10-30,1725,Central,BATTERY - SIMPLE ASSAULT,31,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,200 N  LOS ANGELES                  ST"
220912919,2022-08-23,2022-08-18,2230,Van Nuys,CRIMINAL THREATS - NO WEAPON DISPLAYED,32,F,W,VERBAL THREAT,Adult Arrest,14600    DICKENS                      ST
221816421,2022-08-27,2022-08-27,0600,Southeast,BURGLARY,58,M,B,,Invest Cont,9500    ANZAC                        AV
221223137,2022-11-02,2022-10-01,0616,77th Street,THEFT OF IDENTITY,28,F,H,,Invest Cont,500 W  82ND                         ST
"221514728,2022-09-11,2022-09-11,0030,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,12700    VANOWEN                      ST"
221911513,2022-07-04,2022-06-09,1400,Mission,BURGLARY,32,M,W,,Invest Cont,13100    SAN FERNANDO                 RD
220901098,2022-11-01,2022-10-31,1700,Van Nuys,BURGLARY,42,M,O,,Invest Cont,15100    MARLIN                       PL
"221113624,2022-09-07,2022-09-07,1500,Northeast,BATTERY - SIMPLE ASSAULT,68,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,GLENDALE                     BL"
"220313123,2022-07-02,2022-07-02,0100,Southwest,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",59,M,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,4400    10TH                         AV"
"221315260,2022-08-01,2022-08-01,0320,Newton,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",30,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,100 E  28TH                         ST"
220716836,2022-11-21,2022-11-21,1350,Wilshire,TRESPASSING,25,M,W,,Invest Cont,600 S  HIGHLAND                     AV
221611245,2022-08-08,2022-08-06,1000,Foothill,THEFT OF IDENTITY,38,M,H,,Invest Cont,11700    BORDEN                       AV
"221116178,2022-11-11,2022-11-10,1630,Northeast,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,2600    COLORADO                     BL"
"232105634,2023-02-14,2022-08-01,1200,Topanga,""BUNCO, GRAND THEFT"",59,M,O,,Invest Cont,6100    SHOUP                        AV"
221714559,2022-10-11,2022-10-10,2300,Devonshire,BURGLARY FROM VEHICLE,28,F,W,,Invest Cont,PARTHENIA                    ST
220617870,2022-10-21,2022-10-21,0630,Hollywood,BRANDISH WEAPON,51,F,W,OTHER KNIFE,Invest Cont,LAS PALMAS
220914076,2022-09-21,2022-09-18,2200,Van Nuys,BURGLARY,31,F,A,,Invest Cont,4700    FULTON                       AV
221812262,2022-06-07,2022-06-05,0001,Southeast,THEFT OF IDENTITY,51,F,I,,Invest Cont,100 E  118TH                        PL
221012410,2022-08-02,2022-08-01,1200,West Valley,THEFT OF IDENTITY,31,F,H,,Invest Cont,16000    CANTLAY                      ST
220212173,2022-06-20,2022-04-04,1201,Rampart,THEFT OF IDENTITY,32,F,H,,Invest Cont,1100    ECHO PARK                    AV
"221711170,2022-07-12,2022-07-08,1030,Devonshire,""BUNCO, GRAND THEFT"",70,M,A,,Invest Cont,9900    COLLETT                      AV"
221115304,2022-10-20,2022-10-20,1025,Northeast,THROWING OBJECT AT MOVING VEHICLE,51,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,4900    LA RODA                      AV
220218909,2022-10-20,2022-10-19,1800,Rampart,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),24,F,H,,Invest Cont,UNION
222019184,2022-10-19,2022-10-17,2230,Olympic,BURGLARY FROM VEHICLE,29,F,H,,Invest Cont,BEVERLY                      BL
"220914927,2022-10-12,2022-10-12,0300,Van Nuys,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",40,M,B,MACE/PEPPER SPRAY,Adult Other,4900    VAN NUYS                     BL"
220317794,2022-10-03,2022-10-03,1400,Southwest,BURGLARY,37,F,B,,Invest Cont,1000 W  39TH                         ST
220316468,2022-09-08,2022-09-07,0800,Southwest,BURGLARY,34,F,H,,Invest Cont,4500 W  29TH                         ST
230211926,2023-06-06,2022-11-15,1100,Rampart,THEFT OF IDENTITY,30,M,W,,Invest Cont,300 N  MARIPOSA                     AV
"221918024,2022-12-15,2022-12-15,2100,Mission,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",28,F,O,BOTTLE,Invest Cont,NORDHOFF"
220712060,2022-07-23,2022-07-23,2035,Wilshire,BURGLARY,28,M,W,,Invest Cont,200 S  DETROIT                      ST
222018800,2022-09-04,2022-09-03,1800,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),44,F,F,,Invest Cont,3300 W  3RD                          ST
"220614875,2022-08-19,2022-08-15,1200,Hollywood,""BUNCO, GRAND THEFT"",33,F,B,,Invest Cont,5700    FRANKLIN                     AV"
221421717,2022-12-29,2022-12-29,2020,Pacific,BRANDISH WEAPON,23,M,H,HAND GUN,Invest Cont,7100 W  MANCHESTER                   AV
"221217245,2022-08-08,2022-08-08,1145,77th Street,BATTERY - SIMPLE ASSAULT,28,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,2500 W  FLORENCE                     AV"
222113643,2022-08-22,2022-08-13,0625,Topanga,BURGLARY FROM VEHICLE,21,F,H,,Invest Cont,6200    VARIEL                       AV
221315348,2022-08-02,2022-08-02,0730,Newton,THEFT OF IDENTITY,28,F,B,,Invest Cont,200 W  50TH                         ST
"222011819,2022-06-30,2022-06-30,0810,Olympic,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",25,M,H,HAND GUN,Adult Arrest,MARIPOSA"
222116824,2022-11-18,2022-11-18,2235,Topanga,ROBBERY,21,M,W,VERBAL THREAT,Invest Cont,OWENSMOUTH
221218533,2022-08-17,2022-08-16,2200,77th Street,VANDALISM - MISDEAMEANOR ($399 OR UNDER),27,M,B,,Invest Cont,2600 W  75TH                         ST
221219596,2022-09-02,2022-09-02,0230,77th Street,THEFT OF IDENTITY,42,M,B,,Invest Cont,6400 S  VAN NESS                     AV
"220910716,2022-06-24,2022-06-23,1445,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,36,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,7500    VAN NUYS                     BL"
221225185,2022-12-14,2022-11-22,0200,77th Street,THEFT PLAIN - PETTY ($950 & UNDER),39,F,H,,Invest Cont,900 W  80TH                         ST
221116920,2022-12-01,2022-11-26,0500,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),23,X,B,,Invest Cont,MOHAWK
"221320174,2022-10-31,2022-10-21,1520,Newton,""THEFT, PERSON"",12,M,O,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,54TH                         ST"
222013244,2022-06-02,2022-06-01,1930,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),57,M,H,,Invest Cont,700 S  BERENDO                      ST
221100915,2022-10-02,2022-10-02,0800,Northeast,BURGLARY,41,F,A,,Adult Arrest,2800    RESERVOIR                    ST
232106753,2023-03-13,2022-09-15,0640,Topanga,THEFT OF IDENTITY,61,M,W,,Invest Cont,4600    MORRO                        DR
221718040,2022-12-19,2022-12-12,1815,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,M,O,,Invest Cont,10300    GOTHIC                       AV
221711291,2022-07-16,2022-07-16,0600,Devonshire,ROBBERY,52,M,W,OTHER KNIFE,Adult Arrest,ROSCOE                       BL
"221111922,2022-07-22,2022-07-22,2150,Northeast,BATTERY - SIMPLE ASSAULT,41,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,1000    VIN SCULLY                   AV"
"221116225,2022-11-12,2022-11-11,0615,Northeast,""BURGLARY, ATTEMPTED"",30,F,W,,Invest Cont,1800 N  EDGEMONT                     ST"
230904103,2023-01-04,2022-12-29,1800,Van Nuys,BURGLARY,22,M,W,,Invest Cont,4400    SAUGUS                       AV
222110089,2022-06-03,2022-06-02,1945,Topanga,BURGLARY,50,M,W,,Invest Cont,6400    PLATT                        AV
231004021,2023-01-01,2022-12-30,1500,West Valley,BURGLARY,93,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,16800    OTSEGO                       ST
"221914264,2022-09-10,2022-09-10,1120,Mission,BURGLARY,26,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,8100    LANGDON                      AV"
221012844,2022-08-15,2022-08-15,1445,West Valley,BRANDISH WEAPON,44,M,H,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,18300    VANOWEN                      ST
222114949,2022-10-03,2022-10-03,0001,Topanga,THEFT OF IDENTITY,37,F,H,,Invest Cont,6500    INDEPENDENCE                 AV
"221417290,2022-10-04,2022-09-29,1700,Pacific,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",33,M,O,,Invest Cont,3300    MENTONE                      AV"
221321796,2022-12-02,2022-11-22,0546,Newton,THEFT OF IDENTITY,19,F,B,,Invest Cont,2600 S  GRAND                        AV
221918524,2022-12-29,2022-12-22,0820,Mission,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),52,M,H,,Invest Cont,8400    WILLIS                       AV
220810934,2022-06-18,2022-06-17,1800,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),59,F,W,,Invest Cont,3300 S  BEVERLY                      DR
231606240,2023-03-14,2022-09-01,0900,Foothill,THEFT PLAIN - PETTY ($950 & UNDER),57,M,B,,Invest Cont,7800    LANKERSHIM                   BL
"220221352,2022-12-09,2022-12-09,1200,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,42,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,7TH                          ST"
220515137,2022-10-20,2022-10-18,0936,Harbor,THEFT OF IDENTITY,28,F,H,,Invest Cont,1800 S  GRAND                        AV
"220619411,2022-11-26,2022-11-26,1920,Hollywood,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",24,M,H,SWITCH BLADE,Invest Cont,1800 N  HIGHLAND                     AV"
220412810,2022-09-03,2022-09-01,2300,Hollenbeck,BURGLARY,24,F,H,,Adult Other,500 E  AVENUE 28
"220511669,2022-07-23,2022-07-23,1500,Harbor,BATTERY - SIMPLE ASSAULT,45,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,2300 S  PACIFIC                      AV"
220710884,2022-06-26,2022-06-25,2140,Wilshire,BATTERY - SIMPLE ASSAULT,40,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,4800    VENICE                       BL
221014772,2022-10-03,2022-09-24,1200,West Valley,VIOLATION OF COURT ORDER,33,F,W,,Adult Arrest,7400    YARMOUTH                     AV
220612939,2022-07-08,2022-07-01,0250,Hollywood,THEFT OF IDENTITY,30,M,B,,Invest Cont,1400 N  MANSFIELD                    AV
"221413608,2022-07-10,2022-07-10,1900,Pacific,INTIMATE PARTNER - SIMPLE ASSAULT,49,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,4300    WESTLAWN                     AV"
"221910912,2022-06-16,2022-06-16,1718,Mission,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",15,M,H,HAND GUN,Invest Cont,10900    LAUREL CANYON                BL"
220614491,2022-08-09,2022-05-21,1340,Hollywood,BIKE - STOLEN,33,M,W,,Invest Cont,EL CENTRO
220219627,2022-11-02,2022-10-30,1822,Rampart,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,F,W,,Invest Cont,1400    MALTMAN                      AV
221221760,2022-10-13,2022-10-12,2125,77th Street,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),42,F,H,,Invest Cont,6000 S  HOOVER                       ST
